"","Year","State","Median.AQI","Days.with.AQI"
"5379",1989,"Colorado",36,30
"5380",1989,"Colorado",44,364
"5381",1989,"Colorado",31,169
"5382",1989,"Colorado",64,365
"5383",1989,"Colorado",22,9
"5384",1989,"Colorado",52,365
"5385",1989,"Colorado",19,344
"5386",1989,"Colorado",29,239
"5387",1989,"Colorado",31,61
"5388",1989,"Colorado",45,365
"5389",1989,"Colorado",44,365
"5390",1989,"Colorado",41,362
"5391",1989,"Colorado",13,97
"5392",1989,"Colorado",24,304
"5393",1989,"Colorado",21,49
"5394",1989,"Colorado",27,60
"5395",1989,"Colorado",25,163
"5396",1989,"Colorado",12,90
"5397",1989,"Colorado",30,267
"5398",1989,"Colorado",42,363
"5399",1989,"Connecticut",62,365
"5400",1989,"Connecticut",48,365
"5401",1989,"Connecticut",19,61
"5402",1989,"Connecticut",41,232
"5403",1989,"Connecticut",62,365
"5404",1989,"Connecticut",42,351
"5405",1989,"Connecticut",46,182
"5406",1989,"Connecticut",19,61
"5407",1989,"Delaware",51,311
"5408",1989,"Delaware",79,323
"5409",1989,"Delaware",43,317
"5410",1989,"District Of Columbia",52,355
"5411",1989,"Florida",11,31
"5412",1989,"Florida",38,365
"5413",1989,"Florida",36,365
"5414",1989,"Florida",45,365
"5415",1989,"Florida",45,365
"5416",1989,"Florida",76,365
"5417",1989,"Florida",33,350
"5418",1989,"Florida",32,100
"5419",1989,"Florida",41,76
"5420",1989,"Florida",43,365
"5421",1989,"Florida",30,365
"5422",1989,"Florida",39,365
"5423",1989,"Florida",32,365
"5424",1989,"Florida",57,365
"5425",1989,"Florida",19,365
"5426",1989,"Florida",19,271
"5427",1989,"Florida",44,365
"5428",1989,"Florida",34,355
"5429",1989,"Florida",4,30
"5430",1989,"Georgia",19,365
"5431",1989,"Georgia",44,244
"5432",1989,"Georgia",41,365
"5433",1989,"Georgia",10,301
"5434",1989,"Georgia",41,263
"5435",1989,"Georgia",10,342
"5436",1989,"Georgia",58,365
"5437",1989,"Georgia",38,273
"5438",1989,"Georgia",44,201
"5439",1989,"Georgia",47,262
"5440",1989,"Hawaii",29,354
"5441",1989,"Hawaii",18,365
"5442",1989,"Hawaii",15,47
"5443",1989,"Hawaii",22,40
"5444",1989,"Idaho",41,325
"5445",1989,"Idaho",45,363
"5446",1989,"Idaho",25,152
"5447",1989,"Idaho",23,59
"5448",1989,"Idaho",40,365
"5449",1989,"Idaho",30,107
"5450",1989,"Idaho",33,62
"5451",1989,"Idaho",33,118
"5452",1989,"Idaho",20,49
"5453",1989,"Illinois",38,359
"5454",1989,"Illinois",36,363
"5455",1989,"Illinois",71,365
"5456",1989,"Illinois",43,365
"5457",1989,"Illinois",48,212
"5458",1989,"Illinois",44,235
"5459",1989,"Illinois",31,351
"5460",1989,"Illinois",42,60
"5461",1989,"Illinois",31,364
"5462",1989,"Illinois",50,361
"5463",1989,"Illinois",43,362
"5464",1989,"Illinois",92,365
"5465",1989,"Illinois",32,363
"5466",1989,"Illinois",36,355
"5467",1989,"Illinois",45,363
"5468",1989,"Illinois",38,348
"5469",1989,"Illinois",36,363
"5470",1989,"Illinois",91,363
"5471",1989,"Illinois",43,362
"5472",1989,"Illinois",26,341
"5473",1989,"Illinois",21,275
"5474",1989,"Illinois",43,364
"5475",1989,"Illinois",41,363
"5476",1989,"Indiana",41,365
"5477",1989,"Indiana",40,203
"5478",1989,"Indiana",43,192
"5479",1989,"Indiana",50,356
"5480",1989,"Indiana",33,359
"5481",1989,"Indiana",25,28
"5482",1989,"Indiana",31,54
"5483",1989,"Indiana",46,358
"5484",1989,"Indiana",36,272
"5485",1989,"Indiana",48,207
"5486",1989,"Indiana",56,365
"5487",1989,"Indiana",29,364
"5488",1989,"Indiana",68,365
"5489",1989,"Indiana",44,220
"5490",1989,"Indiana",85,365
"5491",1989,"Indiana",91,365
"5492",1989,"Indiana",36,358
"5493",1989,"Indiana",67,333
"5494",1989,"Indiana",40,364
"5495",1989,"Indiana",60,365
"5496",1989,"Indiana",40,364
"5497",1989,"Indiana",64,365
"5498",1989,"Indiana",57,365
"5499",1989,"Indiana",121,364
"5500",1989,"Iowa",34,161
"5501",1989,"Iowa",43,364
"5502",1989,"Iowa",35,270
"5503",1989,"Iowa",24,365
"5504",1989,"Iowa",89,365
"5505",1989,"Iowa",20,355
"5506",1989,"Iowa",33,365
"5507",1989,"Iowa",44,365
"5508",1989,"Iowa",22,61
"5509",1989,"Kansas",20,42
"5510",1989,"Kansas",32,34
"5511",1989,"Kansas",40,336
"5512",1989,"Kansas",43,365
"5513",1989,"Kansas",37,46
"5514",1989,"Kansas",21,40
"5515",1989,"Kansas",38,365
"5516",1989,"Kentucky",34,61
"5517",1989,"Kentucky",44,213
"5518",1989,"Kentucky",54,365
"5519",1989,"Kentucky",31,208
"5520",1989,"Kentucky",47,365
"5521",1989,"Kentucky",50,364
"5522",1989,"Kentucky",39,328
"5523",1989,"Kentucky",46,365
"5524",1989,"Kentucky",43,184
"5525",1989,"Kentucky",49,211
"5526",1989,"Kentucky",61,365
"5527",1989,"Kentucky",57,365
"5528",1989,"Kentucky",45,354
"5529",1989,"Kentucky",24,60
"5530",1989,"Kentucky",50,365
"5531",1989,"Kentucky",44,212
"5532",1989,"Kentucky",39,60
"5533",1989,"Kentucky",37,57
"5534",1989,"Louisiana",36,364
"5535",1989,"Louisiana",37,361
"5536",1989,"Louisiana",39,365
"5537",1989,"Louisiana",44,365
"5538",1989,"Louisiana",35,362
"5539",1989,"Louisiana",36,365
"5540",1989,"Louisiana",31,352
"5541",1989,"Louisiana",32,279
"5542",1989,"Louisiana",39,365
"5543",1989,"Louisiana",22,26
"5544",1989,"Louisiana",34,358
"5545",1989,"Louisiana",23,26
"5546",1989,"Louisiana",35,365
"5547",1989,"Louisiana",31,354
"5548",1989,"Louisiana",31,357
"5549",1989,"Louisiana",43,360
"5550",1989,"Maine",23,336
"5551",1989,"Maine",46,365
"5552",1989,"Maine",42,365
"5553",1989,"Maine",37,313
"5554",1989,"Maine",40,254
"5555",1989,"Maine",34,249
"5556",1989,"Maine",71,365
"5557",1989,"Maine",39,365
"5558",1989,"Maine",26,229
"5559",1989,"Maine",39,350
"5560",1989,"Maryland",36,364
"5561",1989,"Maryland",47,365
"5562",1989,"Maryland",54,365
"5563",1989,"Maryland",54,365
"5564",1989,"Maryland",42,249
"5565",1989,"Maryland",34,333
"5566",1989,"Maryland",37,58
"5567",1989,"Maryland",31,274
"5568",1989,"Maryland",41,122
"5569",1989,"Maryland",36,364
"5570",1989,"Maryland",41,365
"5571",1989,"Massachusetts",44,193
"5572",1989,"Massachusetts",43,164
"5573",1989,"Massachusetts",66,365
"5574",1989,"Massachusetts",64,365
"5575",1989,"Massachusetts",56,365
"5576",1989,"Massachusetts",46,365
"5577",1989,"Massachusetts",47,365
"5578",1989,"Massachusetts",44,365
"5579",1989,"Massachusetts",42,203
"5580",1989,"Massachusetts",68,365
"5581",1989,"Massachusetts",46,365
"5582",1989,"Michigan",21,305
"5583",1989,"Michigan",44,210
"5584",1989,"Michigan",33,364
"5585",1989,"Michigan",40,218
"5586",1989,"Michigan",35,365
"5587",1989,"Michigan",17,57
"5588",1989,"Michigan",37,365
"5589",1989,"Michigan",30,29
"5590",1989,"Michigan",22,365
"5591",1989,"Michigan",30,47
"5592",1989,"Michigan",44,222
"5593",1989,"Michigan",27,354
"5594",1989,"Michigan",43,236
"5595",1989,"Michigan",39,352
"5596",1989,"Michigan",44,213
"5597",1989,"Michigan",76,365
"5598",1989,"Minnesota",36,365
"5599",1989,"Minnesota",25,184
"5600",1989,"Minnesota",11,307
"5601",1989,"Minnesota",64,365
"5602",1989,"Minnesota",53,365
"5603",1989,"Minnesota",41,141
"5604",1989,"Minnesota",36,363
"5605",1989,"Minnesota",49,365
"5606",1989,"Minnesota",40,364
"5607",1989,"Minnesota",24,361
"5608",1989,"Minnesota",44,361
"5609",1989,"Minnesota",17,364
"5610",1989,"Mississippi",39,272
"5611",1989,"Mississippi",45,259
"5612",1989,"Mississippi",9,349
"5613",1989,"Mississippi",31,362
"5614",1989,"Mississippi",35,349
"5615",1989,"Mississippi",37,224
"5616",1989,"Mississippi",39,137
"5617",1989,"Missouri",23,285
"5618",1989,"Missouri",32,365
"5619",1989,"Missouri",44,365
"5620",1989,"Missouri",52,364
"5621",1989,"Missouri",0,359
"5622",1989,"Missouri",38,365
"5623",1989,"Missouri",51,364
"5624",1989,"Missouri",36,317
"5625",1989,"Missouri",51,362
"5626",1989,"Missouri",82,365
"5627",1989,"Missouri",66,365
"5628",1989,"Montana",24,343
"5629",1989,"Montana",8,39
"5630",1989,"Montana",37,363
"5631",1989,"Montana",19,55
"5632",1989,"Montana",21,364
"5633",1989,"Montana",69,365
"5634",1989,"Montana",47,330
"5635",1989,"Montana",45,365
"5636",1989,"Montana",0,167
"5637",1989,"Montana",22,365
"5638",1989,"Montana",27,340
"5639",1989,"Montana",19,341
"5640",1989,"Montana",124,365
"5641",1989,"Nebraska",35,176
"5642",1989,"Nebraska",43,365
"5643",1989,"Nebraska",36,365
"5644",1989,"Nebraska",29,39
"5645",1989,"Nevada",33,267
"5646",1989,"Nevada",74,365
"5647",1989,"Nevada",35,346
"5648",1989,"Nevada",11,78
"5649",1989,"Nevada",48,350
"5650",1989,"New Hampshire",47,55
"5651",1989,"New Hampshire",59,365
"5652",1989,"New Hampshire",47,365
"5653",1989,"New Hampshire",51,365
"5654",1989,"New Hampshire",41,365
"5655",1989,"New Jersey",38,360
"5656",1989,"New Jersey",53,364
"5657",1989,"New Jersey",54,364
"5658",1989,"New Jersey",40,351
"5659",1989,"New Jersey",53,364
"5660",1989,"New Jersey",43,364
"5661",1989,"New Jersey",58,362
"5662",1989,"New Jersey",33,346
"5663",1989,"New Jersey",43,364
"5664",1989,"New Jersey",41,361
"5665",1989,"New Jersey",33,348
"5666",1989,"New Jersey",47,363
"5667",1989,"New Jersey",25,345
"5668",1989,"New Jersey",27,61
"5669",1989,"New Jersey",61,364
"5670",1989,"New Mexico",58,365
"5671",1989,"New Mexico",35,7
"5672",1989,"New Mexico",81,365
"5673",1989,"New Mexico",47,365
"5674",1989,"New Mexico",28,8
"5675",1989,"New Mexico",28,154
"5676",1989,"New Mexico",27,23
"5677",1989,"New Mexico",56,365
"5678",1989,"New Mexico",44,339
"5679",1989,"New Mexico",17,341
"5680",1989,"New Mexico",36,41
"5681",1989,"New Mexico",42,310
"5682",1989,"New York",41,360
"5683",1989,"New York",44,344
"5684",1989,"New York",47,354
"5685",1989,"New York",33,348
"5686",1989,"New York",76,364
"5687",1989,"New York",43,363
"5688",1989,"New York",42,243
"5689",1989,"New York",62,362
"5690",1989,"New York",72,363
"5691",1989,"New York",46,276
"5692",1989,"New York",83,363
"5693",1989,"New York",60,364
"5694",1989,"New York",34,345
"5695",1989,"New York",40,364
"5696",1989,"New York",26,26
"5697",1989,"New York",46,360
"5698",1989,"New York",47,345
"5699",1989,"New York",33,355
"5700",1989,"New York",47,337
"5701",1989,"New York",32,357
"5702",1989,"New York",28,337
"5703",1989,"North Carolina",7,347
"5704",1989,"North Carolina",19,107
"5705",1989,"North Carolina",39,232
"5706",1989,"North Carolina",48,211
"5707",1989,"North Carolina",43,365
"5708",1989,"North Carolina",33,365
"5709",1989,"North Carolina",50,365
"5710",1989,"North Carolina",49,209
"5711",1989,"North Carolina",41,356
"5712",1989,"North Carolina",27,363
"5713",1989,"North Carolina",49,365
"5714",1989,"North Carolina",23,60
"5715",1989,"North Carolina",32,357
"5716",1989,"North Carolina",47,210
"5717",1989,"North Carolina",47,365
"5718",1989,"North Dakota",6,365
"5719",1989,"North Dakota",4,344
"5720",1989,"North Dakota",16,60
"5721",1989,"North Dakota",16,61
"5722",1989,"North Dakota",0,365
"5723",1989,"North Dakota",38,365
"5724",1989,"North Dakota",44,365
"5725",1989,"North Dakota",32,365
"5726",1989,"North Dakota",27,365
"5727",1989,"Ohio",51,365
"5728",1989,"Ohio",37,356
"5729",1989,"Ohio",44,365
"5730",1989,"Ohio",66,365
"5731",1989,"Ohio",54,363
"5732",1989,"Ohio",43,364
"5733",1989,"Ohio",50,348
"5734",1989,"Ohio",48,204
"5735",1989,"Ohio",62,365
"5736",1989,"Ohio",100,365
"5737",1989,"Ohio",44,365
"5738",1989,"Ohio",13,233
"5739",1989,"Ohio",75,365
"5740",1989,"Ohio",94,365
"5741",1989,"Ohio",45,208
"5742",1989,"Ohio",66,365
"5743",1989,"Ohio",35,325
"5744",1989,"Ohio",49,365
"5745",1989,"Ohio",43,365
"5746",1989,"Ohio",47,365
"5747",1989,"Ohio",41,204
"5748",1989,"Ohio",36,365
"5749",1989,"Ohio",43,142
"5750",1989,"Ohio",35,129
"5751",1989,"Ohio",45,213
"5752",1989,"Ohio",46,210
"5753",1989,"Ohio",34,358
"5754",1989,"Ohio",48,365
"5755",1989,"Ohio",81,365
"5756",1989,"Ohio",29,289
"5757",1989,"Ohio",50,212
"5758",1989,"Oklahoma",24,33
"5759",1989,"Oklahoma",43,364
"5760",1989,"Oklahoma",21,356
"5761",1989,"Oklahoma",66,365
"5762",1989,"Oklahoma",27,25
"5763",1989,"Oklahoma",26,349
"5764",1989,"Oklahoma",48,365
"5765",1989,"Oklahoma",62,365
"5766",1989,"Oregon",31,246
"5767",1989,"Oregon",31,194
"5768",1989,"Oregon",41,214
"5769",1989,"Oregon",54,362
"5770",1989,"Oregon",51,245
"5771",1989,"Oregon",51,245
"5772",1989,"Oregon",37,364
"5773",1989,"Oregon",27,33
"5774",1989,"Oregon",22,110
"5775",1989,"Oregon",48,365
"5776",1989,"Oregon",31,58
"5777",1989,"Oregon",32,336
"5778",1989,"Pennsylvania",111,365
"5779",1989,"Pennsylvania",92,365
"5780",1989,"Pennsylvania",49,365
"5781",1989,"Pennsylvania",45,363
"5782",1989,"Pennsylvania",44,365
"5783",1989,"Pennsylvania",56,364
"5784",1989,"Pennsylvania",43,365
"5785",1989,"Pennsylvania",46,365
"5786",1989,"Pennsylvania",59,364
"5787",1989,"Pennsylvania",48,365
"5788",1989,"Pennsylvania",39,363
"5789",1989,"Pennsylvania",46,364
"5790",1989,"Pennsylvania",41,365
"5791",1989,"Pennsylvania",44,365
"5792",1989,"Pennsylvania",33,365
"5793",1989,"Pennsylvania",50,360
"5794",1989,"Pennsylvania",31,355
"5795",1989,"Pennsylvania",44,365
"5796",1989,"Pennsylvania",69,365
"5797",1989,"Pennsylvania",46,356
"5798",1989,"Pennsylvania",66,364
"5799",1989,"Pennsylvania",32,52
"5800",1989,"Pennsylvania",43,362
"5801",1989,"Puerto Rico",13,297
"5802",1989,"Puerto Rico",16,27
"5803",1989,"Puerto Rico",20,46
"5804",1989,"Puerto Rico",35,36
"5805",1989,"Puerto Rico",38,54
"5806",1989,"Puerto Rico",39,333
"5807",1989,"Rhode Island",47,162
"5808",1989,"Rhode Island",49,365
"5809",1989,"South Carolina",31,309
"5810",1989,"South Carolina",38,345
"5811",1989,"South Carolina",29,327
"5812",1989,"South Carolina",35,294
"5813",1989,"South Carolina",34,295
"5814",1989,"South Carolina",15,166
"5815",1989,"South Carolina",36,152
"5816",1989,"South Carolina",42,364
"5817",1989,"South Carolina",41,287
"5818",1989,"South Dakota",22,38
"5819",1989,"South Dakota",33,336
"5820",1989,"South Dakota",17,54
"5821",1989,"South Dakota",21,167
"5822",1989,"Tennessee",29,364
"5823",1989,"Tennessee",59,365
"5824",1989,"Tennessee",50,365
"5825",1989,"Tennessee",42,308
"5826",1989,"Tennessee",39,361
"5827",1989,"Tennessee",27,61
"5828",1989,"Tennessee",28,136
"5829",1989,"Tennessee",30,365
"5830",1989,"Tennessee",27,338
"5831",1989,"Tennessee",14,334
"5832",1989,"Tennessee",50,191
"5833",1989,"Tennessee",66,365
"5834",1989,"Tennessee",74,364
"5835",1989,"Tennessee",54,362
"5836",1989,"Tennessee",46,195
"5837",1989,"Tennessee",44,364
"5838",1989,"Texas",38,363
"5839",1989,"Texas",24,101
"5840",1989,"Texas",26,29
"5841",1989,"Texas",41,305
"5842",1989,"Texas",47,365
"5843",1989,"Texas",43,344
"5844",1989,"Texas",20,48
"5845",1989,"Texas",112,365
"5846",1989,"Texas",42,349
"5847",1989,"Texas",37,343
"5848",1989,"Texas",81,365
"5849",1989,"Texas",56,362
"5850",1989,"Texas",30,164
"5851",1989,"Texas",36,365
"5852",1989,"Texas",37,140
"5853",1989,"Texas",46,364
"5854",1989,"Texas",38,365
"5855",1989,"Texas",32,251
"5856",1989,"Texas",31,11
"5857",1989,"Utah",49,365
"5858",1989,"Utah",14,100
"5859",1989,"Utah",21,60
"5860",1989,"Utah",102,365
"5861",1989,"Utah",15,86
"5862",1989,"Utah",56,365
"5863",1989,"Utah",54,365
"5864",1989,"Vermont",43,206
"5865",1989,"Vermont",37,361
"5866",1989,"Vermont",29,337
"5867",1989,"Vermont",21,54
"5868",1989,"Virgin Islands",44,251
"5869",1989,"Virginia",44,365
"5870",1989,"Virginia",26,37
"5871",1989,"Virginia",20,32
"5872",1989,"Virginia",40,205
"5873",1989,"Virginia",44,221
"5874",1989,"Virginia",34,10
"5875",1989,"Virginia",61,365
"5876",1989,"Virginia",47,214
"5877",1989,"Virginia",40,360
"5878",1989,"Virginia",49,212
"5879",1989,"Virginia",33,360
"5880",1989,"Virginia",62,360
"5881",1989,"Virginia",27,58
"5882",1989,"Virginia",39,343
"5883",1989,"Virginia",42,365
"5884",1989,"Virginia",42,365
"5885",1989,"Virginia",39,363
"5886",1989,"Virginia",34,55
"5887",1989,"Virginia",38,228
"5888",1989,"Virginia",33,33
"5889",1989,"Virginia",25,19
"5890",1989,"Washington",23,41
"5891",1989,"Washington",21,166
"5892",1989,"Washington",19,48
"5893",1989,"Washington",56,363
"5894",1989,"Washington",34,345
"5895",1989,"Washington",21,131
"5896",1989,"Washington",89,365
"5897",1989,"Washington",50,365
"5898",1989,"Washington",24,360
"5899",1989,"Washington",45,365
"5900",1989,"Washington",29,351
"5901",1989,"Washington",57,365
"5902",1989,"Washington",54,364
"5903",1989,"Washington",19,181
"5904",1989,"Washington",30,62
"5905",1989,"Washington",30,357
"5906",1989,"Washington",43,350
"5907",1989,"West Virginia",100,357
"5908",1989,"West Virginia",41,365
"5909",1989,"West Virginia",36,352
"5910",1989,"West Virginia",119,365
"5911",1989,"West Virginia",64,365
"5912",1989,"West Virginia",91,333
"5913",1989,"West Virginia",16,360
"5914",1989,"West Virginia",72,365
"5915",1989,"West Virginia",69,350
"5916",1989,"Wisconsin",55,365
"5917",1989,"Wisconsin",42,304
"5918",1989,"Wisconsin",34,365
"5919",1989,"Wisconsin",46,181
"5920",1989,"Wisconsin",42,158
"5921",1989,"Wisconsin",44,180
"5922",1989,"Wisconsin",47,184
"5923",1989,"Wisconsin",39,363
"5924",1989,"Wisconsin",43,184
"5925",1989,"Wisconsin",44,180
"5926",1989,"Wisconsin",43,364
"5927",1989,"Wisconsin",57,365
"5928",1989,"Wisconsin",36,365
"5929",1989,"Wisconsin",39,179
"5930",1989,"Wisconsin",44,214
"5931",1989,"Wisconsin",36,361
"5932",1989,"Wisconsin",48,184
"5933",1989,"Wisconsin",34,365
"5934",1989,"Wisconsin",42,273
"5935",1989,"Wisconsin",39,365
"5936",1989,"Wyoming",24,47
"5937",1989,"Wyoming",21,165
"5938",1989,"Wyoming",17,156
"5939",1989,"Wyoming",31,171
"5940",1989,"Wyoming",10,96
"5941",1989,"Wyoming",30,61
"5942",1989,"Wyoming",38,274
"5943",1990,"Alabama",47,360
"5944",1990,"Alabama",45,251
"5945",1990,"Alabama",26,59
"5946",1990,"Alabama",29,57
"5947",1990,"Alabama",51,365
"5948",1990,"Alabama",37,362
"5949",1990,"Alabama",48,337
"5950",1990,"Alabama",43,247
"5951",1990,"Alabama",21,57
"5952",1990,"Alabama",20,60
"5953",1990,"Alabama",25,56
"5954",1990,"Alabama",42,279
"5955",1990,"Alabama",27,56
"5956",1990,"Alaska",44,363
"5957",1990,"Alaska",31,318
"5958",1990,"Alaska",36,273
"5959",1990,"Alaska",21,361
"5960",1990,"Alaska",9,348
"5961",1990,"Arizona",41,318
"5962",1990,"Arizona",44,353
"5963",1990,"Arizona",46,364
"5964",1990,"Arizona",60,305
"5965",1990,"Arizona",67,365
"5966",1990,"Arizona",19,132
"5967",1990,"Arizona",58,365
"5968",1990,"Arizona",19,364
"5969",1990,"Arizona",38,52
"5970",1990,"Arizona",15,55
"5971",1990,"Arizona",40,103
"5972",1990,"Arkansas",24,61
"5973",1990,"Arkansas",26,61
"5974",1990,"Arkansas",39,361
"5975",1990,"Arkansas",24,46
"5976",1990,"Arkansas",18,61
"5977",1990,"Arkansas",20,55
"5978",1990,"Arkansas",41,365
"5979",1990,"Arkansas",26,360
"5980",1990,"Arkansas",19,59
"5981",1990,"California",38,365
"5982",1990,"California",40,365
"5983",1990,"California",31,73
"5984",1990,"California",44,365
"5985",1990,"California",30,340
"5986",1990,"California",51,365
"5987",1990,"California",84,365
"5988",1990,"California",33,195
"5989",1990,"California",14,184
"5990",1990,"California",38,364
"5991",1990,"California",23,76
"5992",1990,"California",100,365
"5993",1990,"California",46,356
"5994",1990,"California",27,365
"5995",1990,"California",119,365
"5996",1990,"California",40,252
"5997",1990,"California",32,365
"5998",1990,"California",49,362
"5999",1990,"California",19,69
"6000",1990,"California",39,62
"6001",1990,"California",45,283
"6002",1990,"California",39,365
"6003",1990,"California",33,356
"6004",1990,"California",46,214
"6005",1990,"California",79,365
"6006",1990,"California",51,365
"6007",1990,"California",24,56
"6008",1990,"California",103,365
"6009",1990,"California",67,365
"6010",1990,"California",44,365
"6011",1990,"California",119,365
"6012",1990,"California",103,365
"6013",1990,"California",32,365
"6014",1990,"California",47,365
"6015",1990,"California",56,365
"6016",1990,"California",38,365
"6017",1990,"California",68,365
"6018",1990,"California",47,365
"6019",1990,"California",32,365
"6020",1990,"California",43,365
"6021",1990,"California",32,213
"6022",1990,"California",38,365
"6023",1990,"California",35,365
"6024",1990,"California",57,365
"6025",1990,"California",37,355
"6026",1990,"California",42,191
"6027",1990,"California",84,365
"6028",1990,"California",39,211
"6029",1990,"California",74,365
"6030",1990,"California",40,365
"6031",1990,"Colorado",42,365
"6032",1990,"Colorado",42,365
"6033",1990,"Colorado",41,365
"6034",1990,"Colorado",19,31
"6035",1990,"Colorado",40,365
"6036",1990,"Colorado",27,175
"6037",1990,"Colorado",49,365
"6038",1990,"Colorado",16,221
"6039",1990,"Colorado",51,365
"6040",1990,"Colorado",16,330
"6041",1990,"Colorado",28,59
"6042",1990,"Colorado",44,351
"6043",1990,"Colorado",40,363
"6044",1990,"Colorado",32,344
"6045",1990,"Colorado",39,365
"6046",1990,"Colorado",36,360
"6047",1990,"Colorado",15,97
"6048",1990,"Colorado",24,289
"6049",1990,"Colorado",17,57
"6050",1990,"Colorado",23,50
"6051",1990,"Colorado",26,173
"6052",1990,"Colorado",12,89
"6053",1990,"Colorado",29,283
"6054",1990,"Colorado",40,365
"6055",1990,"Connecticut",57,365
"6056",1990,"Connecticut",42,365
"6057",1990,"Connecticut",16,61
"6058",1990,"Connecticut",35,216
"6059",1990,"Connecticut",60,365
"6060",1990,"Connecticut",38,365
"6061",1990,"Connecticut",44,207
"6062",1990,"Connecticut",17,61
"6063",1990,"Delaware",37,283
"6064",1990,"Delaware",77,340
"6065",1990,"Delaware",50,280
"6066",1990,"District Of Columbia",59,365
"6067",1990,"Florida",40,365
"6068",1990,"Florida",38,365
"6069",1990,"Florida",45,365
"6070",1990,"Florida",50,365
"6071",1990,"Florida",72,365
"6072",1990,"Florida",37,355
"6073",1990,"Florida",41,316
"6074",1990,"Florida",34,240
"6075",1990,"Florida",41,365
"6076",1990,"Florida",27,365
"6077",1990,"Florida",42,365
"6078",1990,"Florida",35,365
"6079",1990,"Florida",58,365
"6080",1990,"Florida",16,365
"6081",1990,"Florida",19,355
"6082",1990,"Florida",48,365
"6083",1990,"Florida",40,353
"6084",1990,"Georgia",10,354
"6085",1990,"Georgia",22,20
"6086",1990,"Georgia",50,273
"6087",1990,"Georgia",42,365
"6088",1990,"Georgia",46,275
"6089",1990,"Georgia",17,361
"6090",1990,"Georgia",60,365
"6091",1990,"Georgia",6,309
"6092",1990,"Georgia",41,336
"6093",1990,"Georgia",47,347
"6094",1990,"Georgia",42,273
"6095",1990,"Georgia",58,263
"6096",1990,"Hawaii",25,262
"6097",1990,"Hawaii",16,365
"6098",1990,"Hawaii",15,35
"6099",1990,"Hawaii",18,42
"6100",1990,"Idaho",45,201
"6101",1990,"Idaho",44,364
"6102",1990,"Idaho",13,14
"6103",1990,"Idaho",25,140
"6104",1990,"Idaho",22,56
"6105",1990,"Idaho",34,233
"6106",1990,"Idaho",28,175
"6107",1990,"Idaho",54,9
"6108",1990,"Idaho",26,51
"6109",1990,"Idaho",31,120
"6110",1990,"Idaho",22,54
"6111",1990,"Illinois",37,357
"6112",1990,"Illinois",32,362
"6113",1990,"Illinois",67,365
"6114",1990,"Illinois",33,364
"6115",1990,"Illinois",44,202
"6116",1990,"Illinois",43,217
"6117",1990,"Illinois",29,353
"6118",1990,"Illinois",36,58
"6119",1990,"Illinois",29,365
"6120",1990,"Illinois",44,363
"6121",1990,"Illinois",37,357
"6122",1990,"Illinois",77,365
"6123",1990,"Illinois",30,345
"6124",1990,"Illinois",29,85
"6125",1990,"Illinois",47,362
"6126",1990,"Illinois",43,365
"6127",1990,"Illinois",33,358
"6128",1990,"Illinois",92,365
"6129",1990,"Illinois",37,358
"6130",1990,"Illinois",19,354
"6131",1990,"Illinois",26,363
"6132",1990,"Illinois",34,361
"6133",1990,"Illinois",35,361
"6134",1990,"Indiana",40,365
"6135",1990,"Indiana",46,208
"6136",1990,"Indiana",39,193
"6137",1990,"Indiana",44,365
"6138",1990,"Indiana",44,363
"6139",1990,"Indiana",18,27
"6140",1990,"Indiana",31,47
"6141",1990,"Indiana",44,365
"6142",1990,"Indiana",46,362
"6143",1990,"Indiana",41,209
"6144",1990,"Indiana",61,365
"6145",1990,"Indiana",36,364
"6146",1990,"Indiana",58,365
"6147",1990,"Indiana",24,59
"6148",1990,"Indiana",75,365
"6149",1990,"Indiana",87,365
"6150",1990,"Indiana",56,365
"6151",1990,"Indiana",66,365
"6152",1990,"Indiana",38,364
"6153",1990,"Indiana",52,365
"6154",1990,"Indiana",42,304
"6155",1990,"Indiana",65,365
"6156",1990,"Indiana",59,365
"6157",1990,"Indiana",39,355
"6158",1990,"Indiana",119,365
"6159",1990,"Iowa",30,173
"6160",1990,"Iowa",53,365
"6161",1990,"Iowa",32,323
"6162",1990,"Iowa",11,362
"6163",1990,"Iowa",82,365
"6164",1990,"Iowa",27,361
"6165",1990,"Iowa",32,364
"6166",1990,"Iowa",40,365
"6167",1990,"Iowa",22,58
"6168",1990,"Kansas",24,35
"6169",1990,"Kansas",29,49
"6170",1990,"Kansas",21,57
"6171",1990,"Kansas",38,365
"6172",1990,"Kansas",28,50
"6173",1990,"Kansas",22,55
"6174",1990,"Kansas",38,365
"6175",1990,"Kentucky",27,58
"6176",1990,"Kentucky",44,212
"6177",1990,"Kentucky",54,365
"6178",1990,"Kentucky",37,197
"6179",1990,"Kentucky",43,364
"6180",1990,"Kentucky",46,365
"6181",1990,"Kentucky",40,334
"6182",1990,"Kentucky",42,365
"6183",1990,"Kentucky",41,213
"6184",1990,"Kentucky",64,214
"6185",1990,"Kentucky",61,365
"6186",1990,"Kentucky",60,365
"6187",1990,"Kentucky",40,349
"6188",1990,"Kentucky",21,60
"6189",1990,"Kentucky",47,365
"6190",1990,"Kentucky",33,201
"6191",1990,"Kentucky",29,57
"6192",1990,"Kentucky",25,59
"6193",1990,"Kentucky",42,148
"6194",1990,"Louisiana",40,365
