"","Year","State","levels","days"
"589",1981,"West Virginia","Good Days",411
"590",1981,"West Virginia","Moderate Days",168
"591",1981,"West Virginia","Hazardous Days",0
"592",1981,"West Virginia","Unhealthy Days",3
"593",1981,"West Virginia","Very Unhealthy Days",0
"594",1981,"West Virginia","Unhealthy for Sensitive Days",67
"595",1981,"Wisconsin","Good Days",3306
"596",1981,"Wisconsin","Moderate Days",1092
"597",1981,"Wisconsin","Hazardous Days",0
"598",1981,"Wisconsin","Unhealthy Days",372
"599",1981,"Wisconsin","Very Unhealthy Days",28
"600",1981,"Wisconsin","Unhealthy for Sensitive Days",761
"601",1982,"Alabama","Good Days",1039
"602",1982,"Alabama","Moderate Days",467
"603",1982,"Alabama","Hazardous Days",0
"604",1982,"Alabama","Unhealthy Days",35
"605",1982,"Alabama","Very Unhealthy Days",4
"606",1982,"Alabama","Unhealthy for Sensitive Days",168
"607",1982,"Alaska","Good Days",502
"608",1982,"Alaska","Moderate Days",204
"609",1982,"Alaska","Hazardous Days",0
"610",1982,"Alaska","Unhealthy Days",26
"611",1982,"Alaska","Very Unhealthy Days",6
"612",1982,"Alaska","Unhealthy for Sensitive Days",54
"613",1982,"Arizona","Good Days",1519
"614",1982,"Arizona","Moderate Days",648
"615",1982,"Arizona","Hazardous Days",0
"616",1982,"Arizona","Unhealthy Days",395
"617",1982,"Arizona","Very Unhealthy Days",9
"618",1982,"Arizona","Unhealthy for Sensitive Days",439
"619",1982,"Arkansas","Good Days",836
"620",1982,"Arkansas","Moderate Days",112
"621",1982,"Arkansas","Hazardous Days",0
"622",1982,"Arkansas","Unhealthy Days",1
"623",1982,"Arkansas","Very Unhealthy Days",0
"624",1982,"Arkansas","Unhealthy for Sensitive Days",15
"625",1982,"California","Good Days",8506
"626",1982,"California","Moderate Days",3207
"627",1982,"California","Hazardous Days",0
"628",1982,"California","Unhealthy Days",496
"629",1982,"California","Very Unhealthy Days",534
"630",1982,"California","Unhealthy for Sensitive Days",1081
"631",1982,"Colorado","Good Days",2218
"632",1982,"Colorado","Moderate Days",1038
"633",1982,"Colorado","Hazardous Days",0
"634",1982,"Colorado","Unhealthy Days",43
"635",1982,"Colorado","Very Unhealthy Days",14
"636",1982,"Colorado","Unhealthy for Sensitive Days",203
"637",1982,"Connecticut","Good Days",631
"638",1982,"Connecticut","Moderate Days",621
"639",1982,"Connecticut","Hazardous Days",0
"640",1982,"Connecticut","Unhealthy Days",109
"641",1982,"Connecticut","Very Unhealthy Days",82
"642",1982,"Connecticut","Unhealthy for Sensitive Days",231
"643",1982,"Delaware","Good Days",547
"644",1982,"Delaware","Moderate Days",203
"645",1982,"Delaware","Hazardous Days",0
"646",1982,"Delaware","Unhealthy Days",20
"647",1982,"Delaware","Very Unhealthy Days",7
"648",1982,"Delaware","Unhealthy for Sensitive Days",100
"649",1982,"District Of Columbia","Good Days",105
"650",1982,"District Of Columbia","Moderate Days",204
"651",1982,"District Of Columbia","Hazardous Days",0
"652",1982,"District Of Columbia","Unhealthy Days",14
"653",1982,"District Of Columbia","Very Unhealthy Days",7
"654",1982,"District Of Columbia","Unhealthy for Sensitive Days",35
"655",1982,"Florida","Good Days",3391
"656",1982,"Florida","Moderate Days",1144
"657",1982,"Florida","Hazardous Days",0
"658",1982,"Florida","Unhealthy Days",70
"659",1982,"Florida","Very Unhealthy Days",2
"660",1982,"Florida","Unhealthy for Sensitive Days",390
"661",1982,"Georgia","Good Days",754
"662",1982,"Georgia","Moderate Days",274
"663",1982,"Georgia","Hazardous Days",0
"664",1982,"Georgia","Unhealthy Days",15
"665",1982,"Georgia","Very Unhealthy Days",1
"666",1982,"Georgia","Unhealthy for Sensitive Days",80
"667",1982,"Hawaii","Good Days",280
"668",1982,"Hawaii","Moderate Days",69
"669",1982,"Hawaii","Hazardous Days",0
"670",1982,"Hawaii","Unhealthy Days",0
"671",1982,"Hawaii","Very Unhealthy Days",0
"672",1982,"Hawaii","Unhealthy for Sensitive Days",16
"673",1982,"Idaho","Good Days",796
"674",1982,"Idaho","Moderate Days",294
"675",1982,"Idaho","Hazardous Days",0
"676",1982,"Idaho","Unhealthy Days",121
"677",1982,"Idaho","Very Unhealthy Days",0
"678",1982,"Idaho","Unhealthy for Sensitive Days",191
"679",1982,"Illinois","Good Days",4848
"680",1982,"Illinois","Moderate Days",1656
"681",1982,"Illinois","Hazardous Days",0
"682",1982,"Illinois","Unhealthy Days",107
"683",1982,"Illinois","Very Unhealthy Days",3
"684",1982,"Illinois","Unhealthy for Sensitive Days",564
"685",1982,"Indiana","Good Days",2661
"686",1982,"Indiana","Moderate Days",1885
"687",1982,"Indiana","Hazardous Days",0
"688",1982,"Indiana","Unhealthy Days",418
"689",1982,"Indiana","Very Unhealthy Days",12
"690",1982,"Indiana","Unhealthy for Sensitive Days",1307
"691",1982,"Iowa","Good Days",1096
"692",1982,"Iowa","Moderate Days",386
"693",1982,"Iowa","Hazardous Days",0
"694",1982,"Iowa","Unhealthy Days",17
"695",1982,"Iowa","Very Unhealthy Days",0
"696",1982,"Iowa","Unhealthy for Sensitive Days",155
"697",1982,"Kansas","Good Days",433
"698",1982,"Kansas","Moderate Days",225
"699",1982,"Kansas","Hazardous Days",0
"700",1982,"Kansas","Unhealthy Days",17
"701",1982,"Kansas","Very Unhealthy Days",0
"702",1982,"Kansas","Unhealthy for Sensitive Days",55
"703",1982,"Kentucky","Good Days",2378
"704",1982,"Kentucky","Moderate Days",1502
"705",1982,"Kentucky","Hazardous Days",0
"706",1982,"Kentucky","Unhealthy Days",129
"707",1982,"Kentucky","Very Unhealthy Days",6
"708",1982,"Kentucky","Unhealthy for Sensitive Days",626
"709",1982,"Louisiana","Good Days",2572
"710",1982,"Louisiana","Moderate Days",518
"711",1982,"Louisiana","Hazardous Days",0
"712",1982,"Louisiana","Unhealthy Days",40
"713",1982,"Louisiana","Very Unhealthy Days",16
"714",1982,"Louisiana","Unhealthy for Sensitive Days",141
"715",1982,"Maine","Good Days",1778
"716",1982,"Maine","Moderate Days",852
"717",1982,"Maine","Hazardous Days",0
"718",1982,"Maine","Unhealthy Days",72
"719",1982,"Maine","Very Unhealthy Days",5
"720",1982,"Maine","Unhealthy for Sensitive Days",505
"721",1982,"Maryland","Good Days",1894
"722",1982,"Maryland","Moderate Days",905
"723",1982,"Maryland","Hazardous Days",0
"724",1982,"Maryland","Unhealthy Days",113
"725",1982,"Maryland","Very Unhealthy Days",18
"726",1982,"Maryland","Unhealthy for Sensitive Days",375
"727",1982,"Massachusetts","Good Days",1332
"728",1982,"Massachusetts","Moderate Days",1357
"729",1982,"Massachusetts","Hazardous Days",0
"730",1982,"Massachusetts","Unhealthy Days",79
"731",1982,"Massachusetts","Very Unhealthy Days",17
"732",1982,"Massachusetts","Unhealthy for Sensitive Days",703
"733",1982,"Michigan","Good Days",2437
"734",1982,"Michigan","Moderate Days",1151
"735",1982,"Michigan","Hazardous Days",0
"736",1982,"Michigan","Unhealthy Days",90
"737",1982,"Michigan","Very Unhealthy Days",7
"738",1982,"Michigan","Unhealthy for Sensitive Days",549
"739",1982,"Minnesota","Good Days",1903
"740",1982,"Minnesota","Moderate Days",758
"741",1982,"Minnesota","Hazardous Days",0
"742",1982,"Minnesota","Unhealthy Days",58
"743",1982,"Minnesota","Very Unhealthy Days",0
"744",1982,"Minnesota","Unhealthy for Sensitive Days",175
"745",1982,"Mississippi","Good Days",1371
"746",1982,"Mississippi","Moderate Days",148
"747",1982,"Mississippi","Hazardous Days",0
"748",1982,"Mississippi","Unhealthy Days",6
"749",1982,"Mississippi","Very Unhealthy Days",1
"750",1982,"Mississippi","Unhealthy for Sensitive Days",41
"751",1982,"Missouri","Good Days",1152
"752",1982,"Missouri","Moderate Days",634
"753",1982,"Missouri","Hazardous Days",0
"754",1982,"Missouri","Unhealthy Days",58
"755",1982,"Missouri","Very Unhealthy Days",8
"756",1982,"Missouri","Unhealthy for Sensitive Days",359
"757",1982,"Montana","Good Days",781
"758",1982,"Montana","Moderate Days",159
"759",1982,"Montana","Hazardous Days",0
"760",1982,"Montana","Unhealthy Days",83
"761",1982,"Montana","Very Unhealthy Days",0
"762",1982,"Montana","Unhealthy for Sensitive Days",211
"763",1982,"Nebraska","Good Days",566
"764",1982,"Nebraska","Moderate Days",142
"765",1982,"Nebraska","Hazardous Days",0
"766",1982,"Nebraska","Unhealthy Days",4
"767",1982,"Nebraska","Very Unhealthy Days",2
"768",1982,"Nebraska","Unhealthy for Sensitive Days",16
"769",1982,"Nevada","Good Days",420
"770",1982,"Nevada","Moderate Days",337
"771",1982,"Nevada","Hazardous Days",1
"772",1982,"Nevada","Unhealthy Days",23
"773",1982,"Nevada","Very Unhealthy Days",11
"774",1982,"Nevada","Unhealthy for Sensitive Days",93
"775",1982,"New Hampshire","Good Days",695
"776",1982,"New Hampshire","Moderate Days",517
"777",1982,"New Hampshire","Hazardous Days",0
"778",1982,"New Hampshire","Unhealthy Days",55
"779",1982,"New Hampshire","Very Unhealthy Days",4
"780",1982,"New Hampshire","Unhealthy for Sensitive Days",248
"781",1982,"New Jersey","Good Days",2177
"782",1982,"New Jersey","Moderate Days",1704
"783",1982,"New Jersey","Hazardous Days",0
"784",1982,"New Jersey","Unhealthy Days",176
"785",1982,"New Jersey","Very Unhealthy Days",52
"786",1982,"New Jersey","Unhealthy for Sensitive Days",491
"787",1982,"New Mexico","Good Days",994
"788",1982,"New Mexico","Moderate Days",493
"789",1982,"New Mexico","Hazardous Days",0
"790",1982,"New Mexico","Unhealthy Days",87
"791",1982,"New Mexico","Very Unhealthy Days",11
"792",1982,"New Mexico","Unhealthy for Sensitive Days",207
"793",1982,"New York","Good Days",2885
"794",1982,"New York","Moderate Days",2264
"795",1982,"New York","Hazardous Days",0
"796",1982,"New York","Unhealthy Days",138
"797",1982,"New York","Very Unhealthy Days",18
"798",1982,"New York","Unhealthy for Sensitive Days",989
"799",1982,"North Carolina","Good Days",2829
"800",1982,"North Carolina","Moderate Days",912
"801",1982,"North Carolina","Hazardous Days",0
"802",1982,"North Carolina","Unhealthy Days",52
"803",1982,"North Carolina","Very Unhealthy Days",3
"804",1982,"North Carolina","Unhealthy for Sensitive Days",225
"805",1982,"North Dakota","Good Days",1777
"806",1982,"North Dakota","Moderate Days",230
"807",1982,"North Dakota","Hazardous Days",0
"808",1982,"North Dakota","Unhealthy Days",21
"809",1982,"North Dakota","Very Unhealthy Days",0
"810",1982,"North Dakota","Unhealthy for Sensitive Days",81
"811",1982,"Ohio","Good Days",4288
"812",1982,"Ohio","Moderate Days",2985
"813",1982,"Ohio","Hazardous Days",0
"814",1982,"Ohio","Unhealthy Days",389
"815",1982,"Ohio","Very Unhealthy Days",39
"816",1982,"Ohio","Unhealthy for Sensitive Days",1562
"817",1982,"Oklahoma","Good Days",602
"818",1982,"Oklahoma","Moderate Days",271
"819",1982,"Oklahoma","Hazardous Days",0
"820",1982,"Oklahoma","Unhealthy Days",13
"821",1982,"Oklahoma","Very Unhealthy Days",1
"822",1982,"Oklahoma","Unhealthy for Sensitive Days",117
"823",1982,"Oregon","Good Days",1765
"824",1982,"Oregon","Moderate Days",814
"825",1982,"Oregon","Hazardous Days",0
"826",1982,"Oregon","Unhealthy Days",12
"827",1982,"Oregon","Very Unhealthy Days",0
"828",1982,"Oregon","Unhealthy for Sensitive Days",89
"829",1982,"Pennsylvania","Good Days",3439
"830",1982,"Pennsylvania","Moderate Days",2662
"831",1982,"Pennsylvania","Hazardous Days",0
"832",1982,"Pennsylvania","Unhealthy Days",376
"833",1982,"Pennsylvania","Very Unhealthy Days",37
"834",1982,"Pennsylvania","Unhealthy for Sensitive Days",1186
"835",1982,"Puerto Rico","Good Days",776
"836",1982,"Puerto Rico","Moderate Days",343
"837",1982,"Puerto Rico","Hazardous Days",0
"838",1982,"Puerto Rico","Unhealthy Days",3
"839",1982,"Puerto Rico","Very Unhealthy Days",2
"840",1982,"Puerto Rico","Unhealthy for Sensitive Days",68
"841",1982,"Rhode Island","Good Days",353
"842",1982,"Rhode Island","Moderate Days",248
"843",1982,"Rhode Island","Hazardous Days",0
"844",1982,"Rhode Island","Unhealthy Days",14
"845",1982,"Rhode Island","Very Unhealthy Days",7
"846",1982,"Rhode Island","Unhealthy for Sensitive Days",75
"847",1982,"South Carolina","Good Days",1724
"848",1982,"South Carolina","Moderate Days",406
"849",1982,"South Carolina","Hazardous Days",0
"850",1982,"South Carolina","Unhealthy Days",22
"851",1982,"South Carolina","Very Unhealthy Days",0
"852",1982,"South Carolina","Unhealthy for Sensitive Days",123
"853",1982,"Tennessee","Good Days",2402
"854",1982,"Tennessee","Moderate Days",1353
"855",1982,"Tennessee","Hazardous Days",0
"856",1982,"Tennessee","Unhealthy Days",128
"857",1982,"Tennessee","Very Unhealthy Days",7
"858",1982,"Tennessee","Unhealthy for Sensitive Days",712
"859",1982,"Texas","Good Days",3008
"860",1982,"Texas","Moderate Days",1071
"861",1982,"Texas","Hazardous Days",0
"862",1982,"Texas","Unhealthy Days",276
"863",1982,"Texas","Very Unhealthy Days",70
"864",1982,"Texas","Unhealthy for Sensitive Days",564
"865",1982,"Utah","Good Days",579
"866",1982,"Utah","Moderate Days",682
"867",1982,"Utah","Hazardous Days",0
"868",1982,"Utah","Unhealthy Days",123
"869",1982,"Utah","Very Unhealthy Days",9
"870",1982,"Utah","Unhealthy for Sensitive Days",310
"871",1982,"Vermont","Good Days",630
"872",1982,"Vermont","Moderate Days",125
"873",1982,"Vermont","Hazardous Days",0
"874",1982,"Vermont","Unhealthy Days",2
"875",1982,"Vermont","Very Unhealthy Days",0
"876",1982,"Vermont","Unhealthy for Sensitive Days",35
"877",1982,"Virginia","Good Days",3215
"878",1982,"Virginia","Moderate Days",1012
"879",1982,"Virginia","Hazardous Days",0
"880",1982,"Virginia","Unhealthy Days",70
"881",1982,"Virginia","Very Unhealthy Days",6
"882",1982,"Virginia","Unhealthy for Sensitive Days",231
"883",1982,"Washington","Good Days",1613
"884",1982,"Washington","Moderate Days",760
"885",1982,"Washington","Hazardous Days",0
"886",1982,"Washington","Unhealthy Days",78
"887",1982,"Washington","Very Unhealthy Days",0
"888",1982,"Washington","Unhealthy for Sensitive Days",397
"889",1982,"West Virginia","Good Days",552
"890",1982,"West Virginia","Moderate Days",341
"891",1982,"West Virginia","Hazardous Days",0
"892",1982,"West Virginia","Unhealthy Days",92
"893",1982,"West Virginia","Very Unhealthy Days",0
"894",1982,"West Virginia","Unhealthy for Sensitive Days",345
"895",1982,"Wisconsin","Good Days",3329
"896",1982,"Wisconsin","Moderate Days",1106
"897",1982,"Wisconsin","Hazardous Days",0
"898",1982,"Wisconsin","Unhealthy Days",361
"899",1982,"Wisconsin","Very Unhealthy Days",0
"900",1982,"Wisconsin","Unhealthy for Sensitive Days",683
"901",1983,"Alabama","Good Days",757
"902",1983,"Alabama","Moderate Days",344
"903",1983,"Alabama","Hazardous Days",0
"904",1983,"Alabama","Unhealthy Days",32
"905",1983,"Alabama","Very Unhealthy Days",9
"906",1983,"Alabama","Unhealthy for Sensitive Days",141
"907",1983,"Alaska","Good Days",389
"908",1983,"Alaska","Moderate Days",196
"909",1983,"Alaska","Hazardous Days",0
"910",1983,"Alaska","Unhealthy Days",23
"911",1983,"Alaska","Very Unhealthy Days",10
"912",1983,"Alaska","Unhealthy for Sensitive Days",68
"913",1983,"Arizona","Good Days",1700
"914",1983,"Arizona","Moderate Days",678
"915",1983,"Arizona","Hazardous Days",0
"916",1983,"Arizona","Unhealthy Days",321
"917",1983,"Arizona","Very Unhealthy Days",10
"918",1983,"Arizona","Unhealthy for Sensitive Days",438
"919",1983,"Arkansas","Good Days",752
"920",1983,"Arkansas","Moderate Days",81
"921",1983,"Arkansas","Hazardous Days",0
"922",1983,"Arkansas","Unhealthy Days",6
"923",1983,"Arkansas","Very Unhealthy Days",0
"924",1983,"Arkansas","Unhealthy for Sensitive Days",45
"925",1983,"California","Good Days",8364
"926",1983,"California","Moderate Days",2825
"927",1983,"California","Hazardous Days",0
"928",1983,"California","Unhealthy Days",510
"929",1983,"California","Very Unhealthy Days",555
"930",1983,"California","Unhealthy for Sensitive Days",942
"931",1983,"Colorado","Good Days",1984
"932",1983,"Colorado","Moderate Days",1039
"933",1983,"Colorado","Hazardous Days",0
"934",1983,"Colorado","Unhealthy Days",42
"935",1983,"Colorado","Very Unhealthy Days",18
"936",1983,"Colorado","Unhealthy for Sensitive Days",308
"937",1983,"Connecticut","Good Days",656
"938",1983,"Connecticut","Moderate Days",627
"939",1983,"Connecticut","Hazardous Days",0
"940",1983,"Connecticut","Unhealthy Days",114
"941",1983,"Connecticut","Very Unhealthy Days",151
"942",1983,"Connecticut","Unhealthy for Sensitive Days",198
"943",1983,"Delaware","Good Days",417
"944",1983,"Delaware","Moderate Days",326
"945",1983,"Delaware","Hazardous Days",0
"946",1983,"Delaware","Unhealthy Days",69
"947",1983,"Delaware","Very Unhealthy Days",38
"948",1983,"Delaware","Unhealthy for Sensitive Days",170
"949",1983,"District Of Columbia","Good Days",106
"950",1983,"District Of Columbia","Moderate Days",195
"951",1983,"District Of Columbia","Hazardous Days",0
"952",1983,"District Of Columbia","Unhealthy Days",28
"953",1983,"District Of Columbia","Very Unhealthy Days",8
"954",1983,"District Of Columbia","Unhealthy for Sensitive Days",28
"955",1983,"Florida","Good Days",3499
"956",1983,"Florida","Moderate Days",1178
"957",1983,"Florida","Hazardous Days",0
"958",1983,"Florida","Unhealthy Days",62
"959",1983,"Florida","Very Unhealthy Days",3
"960",1983,"Florida","Unhealthy for Sensitive Days",308
"961",1983,"Georgia","Good Days",1330
"962",1983,"Georgia","Moderate Days",389
"963",1983,"Georgia","Hazardous Days",0
"964",1983,"Georgia","Unhealthy Days",36
"965",1983,"Georgia","Very Unhealthy Days",26
"966",1983,"Georgia","Unhealthy for Sensitive Days",127
"967",1983,"Hawaii","Good Days",242
"968",1983,"Hawaii","Moderate Days",93
"969",1983,"Hawaii","Hazardous Days",0
"970",1983,"Hawaii","Unhealthy Days",1
"971",1983,"Hawaii","Very Unhealthy Days",0
"972",1983,"Hawaii","Unhealthy for Sensitive Days",29
"973",1983,"Idaho","Good Days",732
"974",1983,"Idaho","Moderate Days",279
"975",1983,"Idaho","Hazardous Days",0
"976",1983,"Idaho","Unhealthy Days",148
